doc_id,context,metadata
doc2548061,"Instruction-guided image editing offers an intuitive way for users to edit images with natural language. However, diffusion-based editing models often struggle to accurately interpret complex user instructions, especially those involving compositional relationships, contextual cues, or referring expressions, leading to edits that drift semantically or fail to reflect the intended changes. We tackle this problem by proposing MIRA (Multimodal Iterative Reasoning Agent), a lightweight, plug-and-play multimodal reasoning agent that performs editing through an iterative perception-reasoning-action loop , effectively simulating multi-turn human-model interaction processes. Instead of issuing a single prompt or static plan, MIRA predicts atomic edit instructions step by step, using visual feedback to make its decisions. Our 150K multimodal tool-use dataset , MIRA-Editing , combined with a two-stage SFT + GRPO training pipeline , enables MIRA to perform reasoning and editing over complex editing instructions. When paired with open-source image editing models such as Flux.1-Kontext , Step1X-Edit , and Qwen-Image-Edit , MIRA significantly improves both semantic consistency and perceptual quality , achieving performance comparable to or exceeding proprietary systems such as GPT-Image and Nano-Banana .","{'paper_name': 'MIRA: Multimodal Iterative Reasoning Agent for Image Editing', 'github_url': '', 'huggingface_url': 'https://huggingface.co/papers/2511.21087', 'upvote': 9, 'tags': ['editing', 'mira', 'image']}"
doc2548062,"While recent vision-language models ( VLMs ) demonstrate strong image understanding, their ability to ""think with images"", i.e., to reason through multi-step visual interactions, remains limited. We introduce VISTA-Gym , a scalable training environment for incentivizing tool-integrated visual reasoning capabilities in VLMs . VISTA-Gym unifies diverse real-world multimodal reasoning tasks (7 tasks from 13 datasets in total) with a standardized interface for visual tools (e.g., grounding, parsing), executable interaction loops , verifiable feedback signals , and efficient trajectory logging , enabling visual agentic reinforcement learning at scale. While recent VLMs exhibit strong text-only reasoning, both proprietary and open-source models still struggle with tool selection , invocation, and coordination. With VISTA-Gym , we train VISTA-R1 to interleave tool-use with agentic reasoning via multi-turn trajectory sampling and end-to-end reinforcement learning . Extensive experiments across 11 public reasoning-intensive VQA benchmarks show that VISTA-R1-8B outperforms state-of-the-art baselines with similar sizes by 9.51%-18.72%, demonstrating VISTA-Gym as an effective training ground to unlock the tool-integrated reasoning capabilities for VLMs .","{'paper_name': 'Scaling Agentic Reinforcement Learning for Tool-Integrated Reasoning in VLMs', 'github_url': '', 'huggingface_url': 'https://huggingface.co/papers/2511.19773', 'upvote': 9, 'tags': ['reasoning', 'vista', 'vlms']}"
doc2548063,"Language understanding entails not just extracting the surface-level meaning of the linguistic input, but constructing rich mental models of the situation it describes. Here we propose that because processing within the brain's core language system is fundamentally limited, deeply understanding language requires exporting information from the language system to other brain regions that compute perceptual and motor representations, construct mental models, and store our world knowledge and autobiographical memories. We review the existing evidence for this hypothesis, and argue that recent progress in cognitive neuroscience provides both the conceptual foundation and the methods to directly test it, thus opening up a new strategy to reveal what it means, cognitively and neurally, to understand language.","{'paper_name': 'What does it mean to understand language?', 'github_url': '', 'huggingface_url': 'https://huggingface.co/papers/2511.19757', 'upvote': 9, 'tags': ['language', 'understanding', 'mental models']}"
doc2548064,"Scaling up multimodal models has enabled remarkable advances in visual understanding and reasoning, but practical demands call for smaller, efficient systems. In this work, we conduct a principled analysis of downscaling intelligence in multimodal models , examining how reduced large language model (LLM) capacity affects multimodal capabilities. Our initial findings reveal an interesting trend: LLM downscaling disproportionately affects visual capabilities , rather than abilities inherited from the LLM. We then examine whether this drop mainly reflects the expected decline in visual reasoning or a more fundamental loss of perceptual abilities. Isolating the effect of LLM downscaling on perception, we find performance still drops sharply, often matching or exceeding the impact on reasoning. To address this bottleneck, we introduce visual extraction tuning , which explicitly trains the model to extract instruction-relevant visual details consistently across tasks. With these extracted visual details, we then apply step-by-step reasoning to generate answers. Together, these components form our Extract+Think approach , setting a new standard for efficiency and performance in this space.","{'paper_name': 'Downscaling Intelligence: Exploring Perception and Reasoning Bottlenecks in Small Multimodal Models', 'github_url': 'https://github.com/markendo/downscaling_intelligence', 'huggingface_url': 'https://huggingface.co/papers/2511.17487', 'upvote': 9, 'tags': ['visual', 'reasoning', 'llm']}"
doc2548065,"Vision-Language Models (VLMs) still lack robustness in spatial intelligence, demonstrating poor performance on spatial understanding and reasoning tasks. We attribute this gap to the absence of a visual geometry learning process capable of reconstructing 3D space from 2D images. We present G^2VLM, a geometry grounded vision-language model that bridges two fundamental aspects of spatial intelligence: spatial 3D reconstruction and spatial understanding . G^2VLM natively leverages learned 3D visual geometry features to directly predict 3D attributes and enhance spatial reasoning tasks via in-context learning and interleaved reasoning . Our unified design is highly scalable for spatial understanding : it trains on abundant multi-view image and video data , while simultaneously leveraging the benefits of 3D visual priors that are typically only derived from hard-to-collect annotations. Experimental results demonstrate G^2VLM is proficient in both tasks, achieving comparable results to state-of-the-art feed-forward 3D reconstruction models and achieving better or competitive results across spatial understanding and reasoning tasks. By unifying a semantically strong VLM with low-level 3D vision tasks, we hope G^2VLM can serve as a strong baseline for the community and unlock more future applications, such as 3D scene editing.","{'paper_name': 'G^2VLM: Geometry Grounded Vision Language Model with Unified 3D Reconstruction and Spatial Reasoning', 'github_url': 'https://github.com/InternRobotics/G2VLM', 'huggingface_url': 'https://huggingface.co/papers/2511.21688', 'upvote': 8, 'tags': ['spatial', '3d', 'tasks']}"
doc2548066,"Generating realistic 3D cities is fundamental to world models, virtual reality, and game development, where an ideal urban scene must satisfy both stylistic diversity, fine-grained, and controllability. However, existing methods struggle to balance the creative flexibility offered by text-based generation with the object-level editability enabled by explicit structural representations. We introduce MajutsuCity, a natural language-driven and aesthetically adaptive framework for synthesizing structurally consistent and stylistically diverse 3D urban scenes . MajutsuCity represents a city as a composition of controllable layouts , assets , and materials , and operates through a four-stage pipeline. To extend controllability beyond initial generation, we further integrate MajutsuAgent, an interactive language-grounded editing agent } that supports five object-level operations. To support photorealistic and customizable scene synthesis, we also construct MajutsuDataset, a high-quality multimodal dataset} containing 2D semantic layouts and height maps , diverse 3D building assets , and curated PBR materials and skyboxes , each accompanied by detailed annotations . Meanwhile, we develop a practical set of evaluation metrics , covering key dimensions such as structural consistency , scene complexity , material fidelity , and lighting atmosphere . Extensive experiments demonstrate MajutsuCity reduces layout FID by 83.7% compared with CityDreamer and by 20.1% over CityCraft . Our method ranks first across all AQS and RDR scores , outperforming existing methods by a clear margin. These results confirm MajutsuCity as a new state-of-the-art in geometric fidelity , stylistic adaptability , and semantic controllability for 3D city generation. We expect our framework can inspire new avenues of research in 3D city generation. Our dataset and code will be released at https://github.com/LongHZ140516/MajutsuCity.","{'paper_name': 'MajutsuCity: Language-driven Aesthetic-adaptive City Generation with Controllable 3D Assets and Layouts', 'github_url': 'https://github.com/LongHZ140516/MajutsuCity', 'huggingface_url': 'https://huggingface.co/papers/2511.20415', 'upvote': 8, 'tags': ['3d', 'majutsucity', 'generation']}"
doc2548067,"Progress in computer use agents (CUAs) has been constrained by the absence of large and high-quality datasets that capture how humans interact with a computer. While LLMs have thrived on abundant textual data, no comparable corpus exists for CUA trajectories . To address these gaps, we introduce FaraGen , a novel synthetic data generation system for multi-step web tasks . FaraGen can propose diverse tasks from frequently used websites, generate multiple solution attempts, and filter successful trajectories using multiple verifiers . It achieves high throughput, yield, and diversity for multi-step web tasks , producing verified trajectories at approximately $1 each. We use this data to train Fara-7B , a native CUA model that perceives the computer using only screenshots , executes actions via predicted coordinates , and is small enough to run on-device. We find that Fara-7B outperforms other CUA models of comparable size on benchmarks like WebVoyager , Online-Mind2Web , and WebTailBench -- our novel benchmark that better captures under-represented web tasks in pre-existing benchmarks. Furthermore, Fara-7B is competitive with much larger frontier models, illustrating key benefits of scalable data generation systems in advancing small efficient agentic models. We are making Fara-7B open-weight on Microsoft Foundry and HuggingFace, and we are releasing WebTailBench .","{'paper_name': 'Fara-7B: An Efficient Agentic Model for Computer Use', 'github_url': '', 'huggingface_url': 'https://huggingface.co/papers/2511.19663', 'upvote': 8, 'tags': ['fara', 'fara 7b', 'tasks']}"
doc2548068,"We propose a fully data-driven approach to designing mutual information (MI) estimators. Since any MI estimator is a function of the observed sample from two random variables, we parameterize this function with a neural network ( MIST ) and train it end-to-end to predict MI values. Training is performed on a large meta-dataset of 625,000 synthetic joint distributions with known ground-truth MI. To handle variable sample sizes and dimensions, we employ a two-dimensional attention scheme ensuring permutation invariance across input samples. To quantify uncertainty, we optimize a quantile regression loss, enabling the estimator to approximate the sampling distribution of MI rather than return a single point estimate. This research program departs from prior work by taking a fully empirical route, trading universal theoretical guarantees for flexibility and efficiency. Empirically, the learned estimators largely outperform classical baselines across sample sizes and dimensions, including on joint distributions unseen during training. The resulting quantile-based intervals are well-calibrated and more reliable than bootstrap-based confidence intervals , while inference is orders of magnitude faster than existing neural baselines. Beyond immediate empirical gains, this framework yields trainable, fully differentiable estimators that can be embedded into larger learning pipelines. Moreover, exploiting MI's invariance to invertible transformations, meta-dataset s can be adapted to arbitrary data modalities via normalizing flows , enabling flexible training for diverse target meta-distributions.","{'paper_name': 'MIST: Mutual Information Via Supervised Training', 'github_url': 'https://github.com/grgera/mist', 'huggingface_url': 'https://huggingface.co/papers/2511.18945', 'upvote': 8, 'tags': ['mi', 'sample', 'meta']}"
doc2548069,"Retrieval-augmented generation ( RAG ) enhances large language models (LLMs) with external knowledge but still suffers from long contexts and disjoint retrieval-generation optimization . In this work, we propose CLaRa ( Continuous Latent Reasoning ), a unified framework that performs embedding-based compression and joint optimization in a shared continuous space . To obtain semantically rich and retrievable compressed vectors, we introduce SCP , a key-preserving data synthesis framework using QA and paraphrase supervision . CLaRa then trains the reranker and generator end-to-end via a single language modeling loss, with gradients flowing through both modules using a differentiable top-k estimator . Theoretically, this unified optimization aligns retrieval relevance with answer quality. Experiments across multiple QA benchmarks show that CLaRa achieves state-of-the-art compression and reranking performance, often surpassing text-based fine-tuned baselines.","{'paper_name': 'CLaRa: Bridging Retrieval and Generation with Continuous Latent Reasoning', 'github_url': 'https://github.com/apple/ml-clara', 'huggingface_url': 'https://huggingface.co/papers/2511.18659', 'upvote': 8, 'tags': ['retrieval', 'optimization', 'clara']}"
doc2548070,"Large language models (LLMs) solve complex problems yet fail on simpler variants, suggesting they achieve correct outputs through mechanisms fundamentally different from human reasoning. To understand this gap, we synthesize cognitive science research into a taxonomy of 28 cognitive elements spanning reasoning invariants , meta-cognitive controls , representations for organizing reasoning & knowledge, and transformation operations . We introduce a fine-grained evaluation framework and conduct the first large-scale empirical analysis of 192K traces from 18 models across text, vision, and audio, complemented by 54 human think-aloud traces , which we make publicly available. We find that models under-utilize cognitive elements correlated with success, narrowing to rigid sequential processing on ill-structured problems where diverse representations and meta-cognitive monitoring are critical. Human traces show more abstraction and conceptual processing , while models default to surface-level enumeration . Meta-analysis of 1.6K LLM reasoning papers reveals the research community concentrates on easily quantifiable elements (sequential organization: 55%, decomposition: 60%) but neglecting meta-cognitive controls ( self-awareness : 16%) that correlate with success. Models possess behavioral repertoires associated with success but fail to deploy them spontaneously. Leveraging these patterns, we develop test-time reasoning guidance that automatically scaffold successful structures, improving performance by up to 66.7% on complex problems. By establishing a shared vocabulary between cognitive science and LLM research, our framework enables systematic diagnosis of reasoning failures and principled development of models that reason through robust cognitive mechanisms rather than spurious shortcuts , while providing tools to test theories of human cognition at scale.","{'paper_name': 'Cognitive Foundations for Reasoning and Their Manifestation in LLMs', 'github_url': 'https://github.com/pkargupta/cognitive_foundations/', 'huggingface_url': 'https://huggingface.co/papers/2511.16660', 'upvote': 8, 'tags': ['cognitive', 'reasoning', 'models']}"
doc2548071,"This work presents Controllable Layer Decomposition ( CLD ), a method for achieving fine-grained and controllable multi-layer separation of raster images. In practical workflows, designers typically generate and edit each RGBA layer independently before compositing them into a final raster image. However, this process is irreversible: once composited, layer-level editing is no longer possible. Existing methods commonly rely on image matting and inpainting , but remain limited in controllability and segmentation precision. To address these challenges, we propose two key modules: LayerDecompose-DiT ( LD-DiT ), which decouples image elements into distinct layers and enables fine-grained control; and Multi-Layer Conditional Adapter ( MLCA ), which injects target image information into multi-layer tokens to achieve precise conditional generation . To enable a comprehensive evaluation, we build a new benchmark and introduce tailored evaluation metrics . Experimental results show that CLD consistently outperforms existing methods in both decomposition quality and controllability. Furthermore, the separated layers produced by CLD can be directly manipulated in commonly used design tools such as PowerPoint, highlighting its practical value and applicability in real-world creative workflows.","{'paper_name': 'Controllable Layer Decomposition for Reversible Multi-Layer Image Generation', 'github_url': 'https://github.com/monkek123King/CLD', 'huggingface_url': 'https://huggingface.co/papers/2511.16249', 'upvote': 8, 'tags': ['layer', 'image', 'multi layer']}"
doc2548072,"Abstract reasoning from minimal examples remains a core unsolved problem for frontier foundation models such as GPT-5 and Grok 4 . These models still fail to infer structured transformation rules from a handful of examples, which is a key hallmark of human intelligence. The Abstraction and Reasoning Corpus for Artificial General Intelligence (ARC-AGI) provides a rigorous testbed for this capability, demanding conceptual rule induction and transfer to novel tasks. Most existing methods treat ARC-AGI as a purely textual reasoning task, overlooking the fact that humans rely heavily on visual abstraction when solving such puzzles. However, our pilot experiments reveal a paradox: naively rendering ARC-AGI grids as images degrades performance due to imprecise rule execution. This leads to our central hypothesis that vision and language possess complementary strengths across distinct reasoning stages: vision supports global pattern abstraction and verification, whereas language specializes in symbolic rule formulation and precise execution. Building on this insight, we introduce two synergistic strategies: (1) Vision-Language Synergy Reasoning (VLSR) , which decomposes ARC-AGI into modality-aligned subtasks; and (2) Modality-Switch Self-Correction (MSSC) , which leverages vision to verify text-based reasoning for intrinsic error correction . Extensive experiments demonstrate that our approach yields up to a 4.33% improvement over text-only baselines across diverse flagship models and multiple ARC-AGI tasks. Our findings suggest that unifying visual abstraction with linguistic reasoning is a crucial step toward achieving generalizable, human-like intelligence in future foundation models. Source code will be released soon.","{'paper_name': 'Think Visually, Reason Textually: Vision-Language Synergy in ARC', 'github_url': 'https://github.com/InternLM/ARC-VL', 'huggingface_url': 'https://huggingface.co/papers/2511.15703', 'upvote': 8, 'tags': ['reasoning', 'arc agi', 'agi']}"
doc2548073,"Modeling genomic sequences faces two unsolved challenges: the information density varies widely across different regions, while there is no clearly defined minimum vocabulary unit. Relying on either four primitive bases or independently designed DNA tokenizers, existing approaches with naive masked language modeling pre-training often fail to adapt to the varying complexities of genomic sequences. Leveraging Token Merging techniques, this paper introduces a hierarchical architecture that jointly optimizes a dynamic genomic tokenizer and latent Transformers with context-aware pre-training tasks. As for network structures, the tokenization module automatically chunks adjacent bases into words by stacking multiple layers of the differentiable token merging blocks with local-window constraints, then a Latent Encoder captures the global context of these merged words by full-attention blocks . Symmetrically employing a Latent Decoder and a Local Decoder , MergeDNA learns with two pre-training tasks: Merged Token Reconstruction simultaneously trains the dynamic tokenization module and adaptively filters important tokens, while Adaptive Masked Token Modeling learns to predict these filtered tokens to capture informative contents. Extensive experiments show that MergeDNA achieves superior performance on three popular DNA benchmarks and several multi-omics tasks with fine-tuning or zero-shot evaluation, outperforming typical tokenization methods and large-scale DNA foundation models.","{'paper_name': 'MergeDNA: Context-aware Genome Modeling with Dynamic Tokenization through Token Merging', 'github_url': '', 'huggingface_url': 'https://huggingface.co/papers/2511.14806', 'upvote': 8, 'tags': ['token', 'training', 'tokenization']}"
doc2548074,"This paper studies Visual Question-Visual Answering ( VQ-VA ): generating an image, rather than text, in response to a visual question -- an ability that has recently emerged in proprietary systems such as NanoBanana and GPT-Image . To also bring this capability to open-source models, we introduce VQ-VA World, a data-centric framework built around an agentic pipeline for large-scale, targeted data construction. Leveraging web-scale deployment , this pipeline crawls a massive amount of ~1.8M high-quality, interleaved image-text samples for model training. For evaluation, we further release IntelligentBench , a human-curated benchmark that systematically assesses VQ-VA along the aspects of world knowledge , design knowledge , and reasoning . Training with VQ-VA World data yields strong empirical gains: it helps LightFusion attain 53.06 on IntelligentBench , substantially surpassing the best prior open-source baselines (i.e., 7.78 from vanilla LightFusion ; 1.94 from UniWorld-V1 ), and significantly narrowing the gap toward leading proprietary systems (e.g., 81.67 from NanoBanana ; 82.64 from GPT-Image ). By releasing the full suite of model weights, datasets, and pipelines, we hope to stimulate future research on VQ-VA .","{'paper_name': 'VQ-VA World: Towards High-Quality Visual Question-Visual Answering', 'github_url': '', 'huggingface_url': 'https://huggingface.co/papers/2511.20573', 'upvote': 7, 'tags': ['vq', 'vq va', 'va']}"
doc2548075,"Block-causal video generation faces a stark speed-quality trade-off: small 1.3B models manage only 16 FPS while large 14B models crawl at 4.5 FPS, forcing users to choose between responsiveness and quality. Block Cascading significantly mitigates this trade-off through training-free parallelization . Our key insight: future video blocks do not need fully denoised current blocks to begin generation. By starting block generation with partially denoised context from predecessors, we transform sequential pipelines into parallel cascades where multiple blocks denoise simultaneously. With 5 GPUs exploiting temporal parallelism , we achieve ~2x acceleration across all model scales: 1.3B models accelerate from 16 to 30 FPS, 14B models from 4.5 to 12.5 FPS. Beyond inference speed, Block Cascading eliminates overhead from KV-recaching (of ~200ms) during context switches for interactive generation . Extensive evaluations validated against multiple block-causal pipelines demonstrate no significant loss in generation quality when switching from block-causal to Block Cascading pipelines for inference. Project Page: https://hmrishavbandy.github.io/block_cascading_page/","{'paper_name': 'Block Cascading: Training Free Acceleration of Block-Causal Video Models', 'github_url': '', 'huggingface_url': 'https://huggingface.co/papers/2511.20426', 'upvote': 7, 'tags': ['block', 'generation', 'fps']}"
doc2548076,"Task scheduling is critical for embodied AI, enabling agents to follow natural language instructions and execute actions efficiently in 3D physical worlds. However, existing datasets often simplify task planning by ignoring operations research (OR) knowledge and 3D spatial grounding. In this work, we propose Operations Research knowledge-based 3D Grounded Task Scheduling ( ORS3D ), a new task that requires the synergy of language understanding, 3D grounding , and efficiency optimization . Unlike prior settings, ORS3D demands that agents minimize total completion time by leveraging parallelizable subtasks , e.g., cleaning the sink while the microwave operates. To facilitate research on ORS3D , we construct ORS3D -60K, a large-scale dataset comprising 60K composite tasks across 4K real-world scenes. Furthermore, we propose GRANT , an embodied multi-modal large language model equipped with a simple yet effective scheduling token mechanism to generate efficient task schedules and grounded actions. Extensive experiments on ORS3D -60K validate the effectiveness of GRANT across language understanding, 3D grounding , and scheduling efficiency. The code is available at https://github.com/H-EmbodVis/ GRANT","{'paper_name': 'Cook and Clean Together: Teaching Embodied Agents for Parallel Task Execution', 'github_url': 'https://github.com/H-EmbodVis/GRANT', 'huggingface_url': 'https://huggingface.co/papers/2511.19430', 'upvote': 7, 'tags': ['task', 'ors3d', '3d']}"
doc2548077,"Vision-language-action (VLA) models show potential for general robotic tasks, but remain challenging in spatiotemporally coherent manipulation, which requires fine-grained representations. Typically, existing methods embed 3D positions into visual representations to enhance the spatial precision of actions. However, these methods struggle to achieve temporally coherent control over action execution. In this work, we propose VLA-4D, a general VLA model with 4D awareness for spatiotemporally coherent robotic manipulation . Our model is guided by two key designs: 1) 4D-aware visual representation . We extract visual features, embed 1D time into 3D positions for 4D embeddings, and fuse them into a unified visual representation via a cross-attention mechanism . 2) Spatiotemporal action representation . We extend conventional spatial action representations with temporal information to enable the spatiotemporal planning , and align the multimodal representations into the LLM for spatiotemporal action prediction. Within this unified framework, the designed visual and action representations jointly make robotic manipulation spatially-smooth and temporally-coherent. In addition, we extend the VLA dataset with temporal action annotations for fine-tuning our model. Extensive experiments have been conducted to verify the superiority of our method across different tasks of robotic manipulation.","{'paper_name': 'VLA-4D: Embedding 4D Awareness into Vision-Language-Action Models for SpatioTemporally Coherent Robotic Manipulation', 'github_url': '', 'huggingface_url': 'https://huggingface.co/papers/2511.17199', 'upvote': 7, 'tags': ['action', 'visual', 'representations']}"
doc2548078,"While web data quality is crucial for large language model s, most curation efforts focus on filtering and deduplication,treating HTML-to-text extraction as a fixed pre-processing step. Existing web corpora rely on heuristic-based extractors like Trafilatura, which struggle to preserve document structure and frequently corrupt structured elements such as formulas, codes, and tables. We hypothesize that improving extraction quality can be as impactful as aggressive filtering strategies for downstream performance. We introduce MinerU-HTML, a novel extraction pipeline that reformulates content extraction as a sequence labeling problem solved by a 0.6B-parameter language model . Unlike text-density heuristics, MinerU-HTML leverages semantic understanding and employs a two-stage formatting pipeline that explicitly categorizes semantic elements before converting to Markdown . Crucially, its model-based approach is inherently scalable, whereas heuristic methods offer limited improvement pathways. On MainWebBench, our benchmark of 7,887 annotated web pages, MinerU-HTML achieves 81.8\% ROUGE-N F1 compared to Trafilatura's 63.6\%, with exceptional structured element preservation (90.9\% for code blocks, 94.0\% for formulas). Using MinerU-HTML, we construct AICC ( AI-ready Common Crawl ), a 7.3-trillion token multilingual corpus from two Common Crawl snapshots. In controlled pretraining experiments where AICC and Trafilatura-extracted TfCC undergo identical filtering, models trained on AICC (62B tokens) achieve 50.8\% average accuracy across 13 benchmarks , outperforming TfCC by 1.08pp-providing direct evidence that extraction quality significantly impacts model capabilities. AICC also surpasses RefinedWeb and FineWeb on key benchmarks . We publicly release MainWebBench, MinerU-HTML, and AICC, demonstrating that HTML extraction is a critical, often underestimated component of web corpus construction.","{'paper_name': 'AICC: Parse HTML Finer, Make Models Better -- A 7.3T AI-Ready Corpus Built by a Model-Based HTML Parser', 'github_url': '', 'huggingface_url': 'https://huggingface.co/papers/2511.16397', 'upvote': 7, 'tags': ['html', 'extraction', 'mineru']}"
doc2548079,"Information-seeking is a core capability for AI agents, requiring them to gather and reason over tool-generated information across long trajectories. However, such multi-step information-seeking tasks remain challenging for agents backed by language models. While process reward models ( PRMs ) can guide agents by ranking candidate steps at test-time, existing PRMs , designed for short reasoning with binary judgment, cannot capture richer dimensions of information-seeking steps, such as tool interactions and reasoning over tool outputs, nor handle the rapidly growing context in long-horizon tasks. To address these limitations, we introduce PRInTS, a generative PRM trained with dual capabilities: (1) dense scoring based on the PRM's reasoning across multiple step quality dimensions (e.g., interpretation of tool outputs, tool call informativeness ) and (2) trajectory summarization that compresses the growing context while preserving essential information for step evaluation. Extensive evaluations across FRAMES , GAIA (levels 1-3), and WebWalkerQA (easy-hard) benchmarks on multiple models, along with ablations, reveal that best-of-n sampling with PRInTS enhances information-seeking abilities of open-source models as well as specialized agents , matching or surpassing the performance of frontier models with a much smaller backbone agent and outperforming other strong reward modeling baselines.","{'paper_name': 'PRInTS: Reward Modeling for Long-Horizon Information Seeking', 'github_url': '', 'huggingface_url': 'https://huggingface.co/papers/2511.19314', 'upvote': 6, 'tags': ['information', 'tool', 'models']}"
doc2548080,"Realistic 3D city generation is fundamental to a wide range of applications, including virtual reality and digital twins. However, most existing methods rely on training a single diffusion model , which limits their ability to generate personalized and boundless city-scale scenes. In this paper, we present Yo'City, a novel agentic framework that enables user-customized and infinitely expandable 3D city generation by leveraging the reasoning and compositional capabilities of off-the-shelf large models. Specifically, Yo'City first conceptualize the city through a top-down planning strategy that defines a hierarchical "" City-District-Grid "" structure. The Global Planner determines the overall layout and potential functional districts, while the Local Designer further refines each district with detailed grid-level descriptions. Subsequently, the grid-level 3D generation is achieved through a "" produce-refine-evaluate "" isometric image synthesis loop, followed by image-to-3D generation . To simulate continuous city evolution, Yo'City further introduces a user-interactive, relationship-guided expansion mechanism, which performs scene graph -based distance- and semantics-aware layout optimization , ensuring spatially coherent city growth. To comprehensively evaluate our method, we construct a diverse benchmark dataset and design six multi-dimensional metrics that assess generation quality from the perspectives of semantics, geometry, texture, and layout. Extensive experiments demonstrate that Yo'City consistently outperforms existing state-of-the-art methods across all evaluation aspects.","{'paper_name': ""Yo'City: Personalized and Boundless 3D Realistic City Scene Generation via Self-Critic Expansion"", 'github_url': '', 'huggingface_url': 'https://huggingface.co/papers/2511.18734', 'upvote': 6, 'tags': ['city', 'generation', 'yo city']}"
doc2548081,"Visual Autoregressive (VAR) models have recently garnered significant attention for their innovative next-scale prediction paradigm, offering notable advantages in both inference efficiency and image quality compared to traditional multi-step autoregressive (AR) and diffusion models . However, despite their efficiency, VAR models often suffer from the diversity collapse i.e., a reduction in output variability, analogous to that observed in few-step distilled diffusion models . In this paper, we introduce DiverseVAR , a simple yet effective approach that restores the generative diversity of VAR models without requiring any additional training. Our analysis reveals the pivotal component of the feature map as a key factor governing diversity formation at early scales. By suppressing the pivotal component in the model input and amplifying it in the model output, DiverseVAR effectively unlocks the inherent generative potential of VAR models while preserving high-fidelity synthesis . Empirical results demonstrate that our approach substantially enhances generative diversity with only neglectable performance influences. Our code will be publicly released at https://github.com/wangtong627/ DiverseVAR .","{'paper_name': 'Diversity Has Always Been There in Your Visual Autoregressive Models', 'github_url': 'https://github.com/wangtong627/DiverseVAR', 'huggingface_url': 'https://huggingface.co/papers/2511.17074', 'upvote': 6, 'tags': ['models', 'var models', 'var']}"
doc2548082,"With the rapid development of Large Language Models ( LLMs ), AI agents have demonstrated increasing proficiency in scientific tasks, ranging from hypothesis generation and experimental design to manuscript writing. Such agent systems are commonly referred to as "" AI Scientists ."" However, existing AI Scientists predominantly formulate scientific discovery as a standalone search or optimization problem , overlooking the fact that scientific research is inherently a social and collaborative endeavor. Real-world science relies on a complex scientific infrastructure composed of collaborative mechanisms , contribution attribution , peer review , and structured scientific knowledge networks . Due to the lack of modeling for these critical dimensions, current systems struggle to establish a genuine research ecosystem or interact deeply with the human scientific community. To bridge this gap, we introduce OmniScientist , a framework that explicitly encodes the underlying mechanisms of human research into the AI scientific workflow. OmniScientist not only achieves end-to-end automation across data foundation , literature review , research ideation , experiment automation , scientific writing , and peer review , but also provides comprehensive infrastructural support by simulating the human scientific system, comprising: (1) a structured knowledge system built upon citation networks and conceptual correlations ; (2) a collaborative research protocol ( OSP ), which enables seamless multi-agent collaboration and human researcher participation; and (3) an open evaluation platform ( ScienceArena ) based on blind pairwise user voting and Elo rankings . This infrastructure empowers agents to not only comprehend and leverage human knowledge systems but also to collaborate and co-evolve, fostering a sustainable and scalable innovation ecosystem.","{'paper_name': 'OmniScientist: Toward a Co-evolving Ecosystem of Human and AI Scientists', 'github_url': '', 'huggingface_url': 'https://huggingface.co/papers/2511.16931', 'upvote': 6, 'tags': ['scientific', 'research', 'human']}"
doc2548083,"We present Upsample Anything, a lightweight test-time optimization (TTO) framework that restores low-resolution features to high-resolution, pixel-wise outputs without any training. Although Vision Foundation Models demonstrate strong generalization across diverse downstream tasks, their representations are typically downsampled by 14x/16x (e.g., ViT), which limits their direct use in pixel-level applications. Existing feature upsampling approaches depend on dataset-specific retraining or heavy implicit optimization, restricting scalability and generalization. Upsample Anything addresses these issues through a simple per-image optimization that learns an anisotropic Gaussian kernel combining spatial and range cues, effectively bridging Gaussian Splatting and Joint Bilateral Upsampling . The learned kernel acts as a universal, edge-aware operator that transfers seamlessly across architectures and modalities, enabling precise high-resolution reconstruction of features, depth, or probability maps. It runs in only approx0.419 s per 224x224 image and achieves state-of-the-art performance on semantic segmentation , depth estimation , and both depth and probability map upsampling . Project page: https://seominseok0429.github.io/Upsample-Anything/{https://seominseok0429.github.io/Upsample-Anything/}","{'paper_name': 'Upsample Anything: A Simple and Hard to Beat Baseline for Feature Upsampling', 'github_url': 'https://github.com/seominseok0429/Upsample-Anything-A-Simple-and-Hard-to-Beat-Baseline-for-Feature-Upsampling', 'huggingface_url': 'https://huggingface.co/papers/2511.16301', 'upvote': 6, 'tags': ['upsample', 'upsampling', 'optimization']}"
